RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2373,15578297,Ebelegbulam,740.2003645170557,Germany,Female,43.0,1,125425.6783668386,1,1,0,140268.8872575639,1
2374,15671789,Woods,626.035654723351,France,Male,31.0,3,94060.68060464742,2,1,0,171174.65864887816,0
2375,15726186,Genovese,661.3479763180492,Spain,Male,29.0,4,138532.18646114564,2,1,0,98149.22255173684,0
2376,15764618,Tseng,843.9699845978585,Spain,Female,39.0,6,-3755.3372578702056,1,1,1,84324.21694181267,0
2377,15730738,Chiang,778.8046270842183,Spain,Male,31.0,9,439.228160344377,2,1,1,19379.46026267074,0
2378,15637650,Williams,522.4790462783592,France,Male,50.0,9,102162.20303131187,2,0,1,16259.316150248917,0
2379,15606267,Wilson,613.7306967775344,France,Female,38.0,4,100975.5149342851,1,1,1,112874.43093959497,0
2380,15625904,Wang,629.2056101316577,France,Male,26.0,9,76239.19697716349,2,0,0,37185.70549650202,0
2381,15654463,Moore,821.7248214757878,France,Male,34.0,4,11700.32365951205,2,1,0,138611.2110401752,0
2382,15774151,Iadanza,594.8569817020991,Spain,Female,41.0,7,180583.58346850262,1,0,0,14513.831700348672,1
2383,15693259,Wallace,682.8757576309977,France,Male,30.0,1,117714.64723005764,1,1,1,57423.540861323156,0
2384,15642468,Clark,696.0269529685909,France,Male,,9,114460.25684085685,2,0,0,170831.98900958334,0
2385,15758531,Y?,732.6559399082316,France,Female,,10,-4697.012972079463,2,1,0,152552.35749913516,0
2386,15728352,Yermakov,607.8300933059986,France,Male,27.0,4,128126.90124596418,1,0,0,140066.18994241708,0
2387,15637240,Wei,536.3919857158846,France,Male,46.0,4,116480.34988088708,2,1,0,98453.41828017145,0
2388,15595588,Chukwunonso,754.5153371146339,Spain,Female,,4,1850.6303193096464,2,0,1,180109.2068862909,0
2389,15778395,McIntyre,779.8039682224958,Germany,Male,34.0,4,103754.30604412184,2,1,0,72978.03038510948,1
2390,15711825,Ts'ai,675.7049866944751,Spain,Female,35.0,1,70713.64989676075,2,1,0,87278.28678819255,0
2391,15599251,Chung,565.0762427552381,Germany,Male,32.0,7,185689.68691003713,2,1,0,114446.1177851109,0
2392,15570004,Tsou,831.4097827961518,France,Male,31.0,3,10130.511102970358,2,1,0,117600.5729280506,0
2393,15656912,Aitken,619.0694148981984,Spain,Male,51.0,4,-3515.113171796666,1,1,1,152134.19152465,0
2394,15657342,Dawson,836.999521311862,Germany,Male,28.0,4,152113.1854850242,1,1,0,54700.423044375486,1
2395,15716284,Ward,541.3312406041928,France,Male,,9,-1473.6932432994188,2,1,1,81030.50596241964,0
2396,15672374,Pai,643.0070956060295,France,Male,52.0,8,172219.66075682637,1,0,0,55346.71461977795,1
2397,15732476,Ifeanyichukwu,581.5628037374938,France,Female,27.0,3,9540.53841617108,2,0,1,125091.72982833044,0
2398,15747724,Briggs,650.9208525583699,Spain,Female,34.0,10,5601.744286528967,1,1,0,19770.574476005666,0
2399,15633877,Morrison,710.1453465879788,Spain,Female,42.0,8,101188.22354180622,1,1,1,76785.55889392018,0
2400,15672516,Wall,542.386886740725,Germany,Male,51.0,7,98733.13670935239,2,1,0,181830.19667395443,0
2401,15607827,Nebechukwu,696.5652489332549,Germany,Male,34.0,4,133523.10755774457,2,1,1,38424.93969526351,0
2402,15751336,Yao,633.536417442788,Spain,Male,30.0,3,4774.965070401931,2,0,1,6841.425481613892,0
2403,15646539,Liao,520.0663983082547,France,Male,31.0,3,89056.23566065021,1,1,0,55175.79708238525,0
2404,15756901,Ch'ang,635.566897793479,France,Female,26.0,4,91196.70108054404,2,0,1,31963.272069158957,0
2405,15809286,Burke,664.4690418059708,Germany,Male,37.0,8,136270.61957457548,2,0,0,155369.40790704492,1
2406,15759021,Kay,711.809221035807,France,Male,35.0,9,-5350.880304291693,1,1,0,163879.12577706575,0
2407,15725039,McIntyre,676.008375261448,Spain,Male,,8,78410.44860982605,1,1,1,127272.3972459589,0
2408,15579130,Chidiegwu,724.5946483575835,Germany,Female,43.0,0,126717.62868169376,1,1,0,183398.6866175404,1
2409,15754112,Musgrove,669.2279310898318,Spain,Male,55.0,7,-3229.0139881794867,2,1,1,40493.47995490809,0
2410,15735522,Boulger,631.0347342249477,Germany,Male,37.0,2,149024.84285856466,2,0,0,182522.06915715922,0
2411,15613326,Gow,612.3755528750971,France,Female,33.0,1,130878.06171743637,1,1,0,83410.85530882856,0
2412,15739502,Amaechi,579.758638368251,Germany,Female,,9,132266.38510611723,2,1,1,20699.69916258754,0
2413,15670914,Robe,731.5491038751118,France,Male,38.0,2,1349.871658761966,2,1,0,182732.68959581954,0
2414,15604073,Bibi,796.6499435797148,Germany,Female,25.0,8,137376.7512848924,1,1,1,138906.10114245376,0
2415,15806027,Niu,576.3532293368701,France,Female,52.0,9,138.45908261658496,1,1,0,175280.39111651617,1
2416,15574886,Palerma,711.429906216513,France,Male,32.0,6,96299.43243940368,1,1,1,148532.6574440319,0
2417,15707120,Cocci,861.0295255047904,France,Male,46.0,9,122165.98443008846,1,1,0,90660.69724671618,0
2418,15800845,Artemieva,738.8117843280099,Spain,Female,33.0,8,123211.59483650998,1,1,1,52584.84601828685,0
2419,15603914,Arcuri,621.8139184185629,France,Male,40.0,6,-2236.326118763078,1,1,1,18191.813716924276,1
2420,15722765,Owen,553.4705574337784,Spain,Female,57.0,0,115748.36749271101,1,0,1,106744.53952505912,0
2421,15783305,Franklin,613.946354132429,France,Female,46.0,7,98108.24436131938,1,1,0,143762.80045710024,0
2422,15574842,Lorenzo,676.3917998485554,Germany,Female,25.0,2,160988.96677731856,3,1,1,203879.36305302713,0
2423,15607837,Muriel,741.4121851186394,France,Female,29.0,4,103437.48279284692,1,1,1,39674.128077421665,0
2424,15714877,MacDevitt,661.1304610037228,France,Female,29.0,10,2322.8632393498524,2,1,0,130015.20824024657,0
2425,15782941,Chijindum,542.3778499488856,France,Male,31.0,2,-8583.18037775272,2,1,1,92096.81497529638,0
2426,15630167,Gibson,694.2850951203568,Spain,Female,39.0,4,130468.24140437772,1,1,1,125297.24265034124,0
2427,15759038,Whitehead,804.4411488342828,France,Female,41.0,3,143125.0022904475,1,1,0,101019.60120284706,0
2428,15661821,Johnstone,796.7561796600137,Germany,Female,49.0,5,136040.65633234108,1,1,1,28862.58388921994,1
2429,15728006,Endrizzi,546.4870671974099,France,Male,40.0,2,174103.17641170925,1,1,0,181303.667839931,0
2430,15712176,Burke,809.3184553804012,France,Male,31.0,8,11395.718456963272,2,1,1,22493.018867174607,0
2431,15689351,Johnson,753.292118517872,Germany,Female,41.0,4,74418.0417123686,1,0,1,71790.9024659899,1
2432,15782247,Yeh,519.6067132261576,France,Male,22.0,4,7790.063734455154,3,1,1,184410.30617081007,1
2433,15769064,Marshall,536.5289569825152,Germany,Male,39.0,3,140950.3621250046,1,1,0,29216.0579455625,1
2434,15718153,Kao,755.5129148419433,Spain,Female,,6,126529.90296332985,1,1,1,49805.765846099705,0
2435,15613189,Browne,778.5061584408188,France,Female,52.0,2,34634.844622234734,1,1,0,113837.865987677,1
2436,15661734,Taylor,600.6094614233327,Germany,Male,42.0,8,139721.64611937574,2,1,0,72096.89530769482,0
2437,15592645,Gibbons,701.3705480865667,Spain,Male,37.0,4,-7931.583146192879,2,0,0,23345.34208660933,0
2438,15768387,Nott,597.5209434288302,France,Male,41.0,8,-3490.9566184664113,2,0,0,25024.90218428831,0
2439,15792525,Lei,619.2647152552356,Germany,Female,61.0,1,99945.37576562361,1,1,1,151247.5228669601,1
2440,15586976,Alexeeva,533.8684579852263,France,Female,42.0,6,4432.775979414764,1,1,0,180714.44612307873,1
2441,15790659,Sheets,735.9916780841083,Spain,Male,59.0,7,-1382.5823645101077,2,0,1,24229.58357904322,0
2442,15691446,Tokaryev,762.6290815738098,Spain,Male,29.0,10,4196.3068201123515,2,1,1,95318.34381077669,0
2443,15772632,Ts'ui,654.1547460978877,France,Female,34.0,1,-594.3084590716085,2,1,0,162502.00827641232,0
2444,15706587,Johnston,573.7941561049038,France,Male,57.0,0,5614.330770847313,2,0,1,120015.76914348968,0
2445,15572461,Kung,652.9405045889732,Germany,Female,29.0,4,112476.84761669645,2,0,0,18648.484078066558,0
2446,15654409,Unwin,670.2697443066213,France,Female,34.0,5,58137.4748449218,1,1,1,29796.290534066244,0
2447,15568025,Hsueh,763.8844825802698,France,Male,51.0,8,77799.49044607308,1,1,1,116108.96479733754,0
2448,15715769,Hao,616.3118439936736,France,Male,26.0,2,84302.1461750297,1,0,1,45878.786752759326,0
2449,15667458,L?,748.3246866882721,Germany,Male,28.0,10,128330.28247528491,1,1,0,165046.23301778713,0
2450,15567980,Frater,523.1891789536749,Germany,Female,46.0,5,107154.02351912424,1,0,1,137217.00378305197,1
2451,15679294,Brennan,570.6761616903752,France,Female,46.0,10,104924.79784927209,2,1,0,38964.86076923756,0
2452,15606507,Pisani,538.363555835391,France,Male,24.0,5,-731.5578797170674,2,1,0,28720.926424211342,0
2453,15578825,Golubev,732.6564341990129,France,Female,29.0,0,134783.06282348756,1,1,0,19910.03456908107,0
2454,15619935,Vanmeter,768.6848002177849,Spain,Female,59.0,9,137248.08724547664,1,1,1,-582.7699436556209,0
2455,15636089,Hs?,691.6410413142523,Germany,Female,51.0,1,146018.13634280843,1,0,0,109918.70044057789,1
2456,15727490,Scott,690.7449231067185,France,Male,47.0,5,16539.22345064913,1,0,1,108184.27586261547,1
2457,15591766,Crawford,595.3989351725991,Spain,Female,25.0,4,104702.16024456544,1,0,1,119022.28076335334,0
2458,15641629,P'eng,541.7880900107075,Spain,Female,38.0,1,10712.257477793642,2,0,1,42368.5246366661,0
2459,15813303,Rearick,522.9937022060587,Spain,Male,88.0,10,-5047.361571733201,2,1,1,50797.790954094075,0
2460,15756920,Genovesi,585.4400454183856,France,Male,63.0,9,64379.927914312415,1,0,0,78614.74587797438,1
2461,15726403,Glenny,661.5191053583217,Germany,Male,41.0,1,137547.49713778665,1,1,0,26398.888445285662,1
2462,15592765,Marks,651.8536483671944,France,Male,40.0,8,120710.39054754963,1,1,1,176904.73667652474,0
2463,15704442,Fleming,681.644979053613,France,Female,,9,167286.95868682195,4,1,1,152604.77167135008,1
2464,15641136,Davison,604.246751553454,France,Male,32.0,2,-1970.2519007598514,2,0,1,80939.38491889104,0
2465,15725818,Chibuzo,600.3831212877856,Germany,Male,40.0,4,92773.39007987257,1,1,1,10860.535498156794,0
2466,15612071,Wilson,780.7458167453349,Spain,Female,32.0,10,104362.52945092121,1,0,1,85102.08709571204,0
2467,15719809,Endrizzi,500.73427791642837,Germany,Male,32.0,3,150180.4140940531,2,0,0,112545.42573590472,0
2468,15716518,Yuryeva,617.758756708952,France,Female,27.0,4,734.5960500837491,2,0,0,182323.28990489288,0
2469,15742210,Ugochukwu,713.6665798562215,France,Male,,9,61158.62245412495,1,1,1,100425.84800535091,0
2470,15630617,Lo Duca,722.8137236084128,Germany,Male,,6,136816.27946448597,1,1,1,114295.08190667511,1
2471,15720838,Gallo,710.4595609553203,Spain,Female,31.0,3,140981.5785547087,1,0,1,118456.06713530523,0
2472,15595537,Trout,673.2774498923873,Germany,Male,49.0,9,173528.490878149,2,1,0,195160.93487370145,0
2473,15623196,Morley,670.2802793473004,France,Male,38.0,6,150162.51179040814,1,1,1,101157.25827737761,0
2474,15679249,Chou,323.37910793692447,Germany,Female,57.0,4,166366.6510069946,1,1,0,171092.56956109966,1
2475,15693199,Shao,745.0763719120976,France,Female,37.0,8,-185.8377217559223,2,1,0,191200.24625299452,1
2476,15661219,Trentino,641.4312501025229,France,Male,32.0,10,12643.734236074783,2,1,0,102510.79366505887,0
2477,15617136,Mazzanti,446.3826725231046,Germany,Female,,9,58040.14657767207,1,1,1,167333.77472897535,0
2478,15760294,Endrizzi,541.0652132664206,France,Female,41.0,8,159332.21587074592,1,1,0,65619.82134668849,1
2479,15652808,Monaldo,747.2278840055351,France,Female,41.0,5,129961.09622138501,1,1,0,94184.41161505728,0
2480,15657139,Otutodilinna,665.8583724606322,France,Female,40.0,8,86880.16836192206,2,0,1,111198.9811977973,0
2481,15803790,Allen,625.8827835848222,Germany,Male,37.0,2,96498.32946801264,2,1,1,35622.06303236204,0
2482,15764105,Milne,509.3875581241459,France,Female,57.0,1,-951.6662955517452,2,1,0,85329.38354221487,0
2483,15672610,Somadina,606.8503070633624,Spain,Male,40.0,4,128653.97010563208,1,0,0,96106.75628679348,0
2484,15766896,Chieloka,734.666868244333,France,Male,37.0,3,6574.045483827686,2,1,0,16148.081988241327,0
2485,15587735,Chukwuebuka,839.0088572818283,France,Male,39.0,6,98047.75570560948,1,1,1,119518.26306859356,0
2486,15659501,Chioke,770.1917577395961,France,Female,38.0,6,142681.29779240137,1,0,1,34139.96473492833,0
2487,15745001,Kovalev,675.2573870042097,Spain,Female,36.0,7,-15722.56848449737,2,1,0,100745.56892546978,0
2488,15651140,Doherty,709.0917756413553,France,Female,32.0,3,6110.779654231048,1,1,0,94074.6565695371,0
2489,15571148,Baranov,645.5077684108483,Spain,Female,21.0,1,-16768.381663478518,2,0,0,25705.5975845835,0
2490,15776824,Rossi,675.6065368760469,France,Male,28.0,6,120420.78576175078,1,1,1,68077.80374053899,0
2491,15633141,Robinson,695.7232450781153,Germany,Female,35.0,4,174756.16317645716,1,1,0,68306.34642633481,0
2492,15764174,Bidencope,598.2054445187166,Spain,Female,26.0,4,11018.776950779316,2,1,1,179204.93056271505,0
2493,15778155,T'ien,510.1375435520046,Germany,Female,31.0,3,103027.00538657574,1,1,1,184658.30606787163,1
2494,15715920,De Bernales,810.8726400693763,Spain,Male,23.0,10,97400.64182428627,1,1,1,141318.23077573333,0
2495,15671917,Wade,640.8698621144149,France,Male,46.0,5,127420.87690300487,1,1,1,174775.78112100542,0
2496,15666548,Chung,482.2641037349596,Germany,Female,56.0,2,104211.47859695336,3,1,0,200979.095581254,1
2497,15625623,Stevenson,561.4207413933639,France,Female,45.0,4,9065.568356134165,2,0,1,118810.80163367225,0
2498,15748123,Chienezie,607.4047966300834,France,Male,20.0,3,-527.8338908901964,2,1,1,149488.5772868301,0
2499,15648735,Cashin,733.8074379210343,France,Male,37.0,8,-233.14687601265632,2,1,1,-1206.7334491238091,0
2500,15634974,Seppelt,620.8010258913778,France,Female,37.0,8,64364.7401560617,4,0,1,134536.59733237064,1
2501,15713378,Brownless,722.4122599443906,France,Male,38.0,10,-12934.070709206419,2,0,0,49182.84838082026,0
2502,15753370,McDonald,710.3636932106572,Germany,Female,38.0,5,107321.502732259,1,1,0,105904.7683960309,0
2503,15782659,Mamelu,520.3738323363336,France,Male,32.0,0,-7308.610321112958,1,1,0,105741.09758363038,0
2504,15583364,McGregor,463.75526530984496,France,Female,32.0,6,117206.14847170225,1,0,0,111496.8921668726,0
2505,15625942,McDonald,597.296989468844,Spain,Female,45.0,0,7102.808160562225,2,0,0,113416.71944510883,0
2506,15720284,Crawford,590.4917894004209,Germany,Female,37.0,4,140841.88419190363,1,0,0,177534.48379450454,0
2507,15679642,Feng,753.9818885061745,Spain,Male,44.0,8,15798.589630573912,2,1,1,70582.17624626422,0
2508,15628007,Genovese,677.8935916147357,France,Male,33.0,1,-6414.752466812214,2,0,0,50035.785265297185,0
2509,15661974,Pirozzi,649.9785126758395,France,Male,46.0,2,49768.28155751524,1,1,1,156236.3356921303,0
2510,15689341,Gibbs,628.5508408651285,France,Female,50.0,10,3574.076969767675,4,1,0,180705.42481554748,1
2511,15607993,Milne,634.6373212343699,France,Female,52.0,2,87852.34312075732,1,1,1,80681.3828284518,0
2512,15693267,Dickson,689.9452959475593,Germany,Female,34.0,7,121881.26063666782,1,1,0,58870.587257425024,0
2513,15769522,O'Connor,744.9776767063472,France,Male,51.0,1,122135.01322530498,1,1,1,115488.38834305949,0
2514,15755825,McGuirk,660.900884128926,France,Male,39.0,10,2933.4072292875126,2,1,0,103787.06749284592,0
2515,15598175,Toscani,589.490914799942,Germany,Female,,4,103180.11850504586,2,1,0,132675.9721778937,0
2516,15744327,Ruth,570.5575904831871,France,Male,,4,-10914.52426572263,1,1,0,82266.40741056445,1
2517,15798666,Hughes,815.7178601258665,France,Female,36.0,6,-1097.4099168523492,2,1,1,100779.32463647285,0
2518,15577064,Onyekaozulu,547.6139925450493,Germany,Male,,2,106483.88529210519,2,1,0,105387.72108698839,0
2519,15759436,Aksenov,753.4040073884962,France,Female,50.0,2,96935.02325793935,3,1,1,68784.66438706944,1
2520,15690231,K'ung,594.9718713147938,Spain,Female,62.0,0,163378.34596305082,2,1,1,188384.39288166226,0
2521,15751561,Meng,501.5042283781703,Germany,Male,61.0,7,105303.3280329004,1,1,0,190507.17353310014,1
2522,15739068,Nwoye,697.7051800520683,Germany,Male,25.0,4,140208.5383805561,2,1,1,113963.9520584793,0
2523,15758056,Calabresi,565.3496333094861,France,Male,35.0,1,-5839.33510209284,2,0,0,113672.76554253999,0
2524,15742269,Milano,749.729406276552,France,Female,24.0,1,3739.5555472029137,2,1,0,185115.29206586856,0
2525,15726490,Kirby,800.4360300395451,Spain,Male,52.0,4,-5402.380996098955,1,1,1,56549.65817906686,1
2526,15738411,Ho,514.6537577441843,France,Male,,10,112164.00162695932,1,0,1,122066.28088600238,0
2527,15727919,Chukwuemeka,679.4018898090369,Spain,Female,29.0,6,-12294.501218861657,2,0,0,17318.67081066485,0
2528,15709396,Hale,813.1370118643133,France,Male,42.0,6,4642.1825238325455,2,1,1,96504.87737728322,0
2529,15654106,K?,645.1308712965908,France,Male,26.0,8,161000.3388497141,2,0,1,194756.14195462415,0
2530,15621653,Rice,693.3822312934817,France,Female,29.0,10,84254.45666358719,1,1,1,179235.11579290978,0
2531,15598086,Brown,633.472641536229,France,Female,45.0,3,60734.80761228825,1,1,0,165565.1271957084,1
2532,15752300,Sagese,588.4723774003692,Germany,Male,47.0,4,141439.74927822902,1,1,1,75115.46515260756,0
2533,15658693,Aksyonova,838.1102529268451,France,Female,,2,11501.450175611615,2,0,1,60115.83133077625,0
2534,15631838,Findlay,587.6262697702782,France,Male,61.0,5,107982.96937796261,2,0,1,6170.02788791558,0
2535,15803804,Walker,708.6526637278982,Germany,Female,35.0,5,104160.61454683162,1,1,0,174902.61447665907,0
2536,15578809,Hao,645.0982017152419,Germany,Male,,1,125384.96250366983,2,0,0,174853.07249891147,1
2537,15752026,Hammer,710.5163343868942,France,Male,58.0,3,14191.966357850139,1,0,1,194599.70103778897,1
2538,15723706,Abbott,591.3690888788483,France,Female,33.0,0,96851.34665406964,1,1,0,140730.53347653613,0
2539,15752838,Lucas,698.0856524710723,Spain,Male,38.0,6,-3836.507518938086,2,1,1,98330.41227243072,0
2540,15569571,Davydova,585.098682219997,Germany,Female,46.0,6,82531.39867676853,2,1,0,120976.52943538483,1
2541,15769703,West,535.8084029050165,Germany,Female,,8,110141.94530496422,1,0,0,95614.46944561171,1
2542,15679770,Smith,585.8299017864933,France,Female,61.0,3,132956.66167109663,4,0,1,65116.8779596078,1
2543,15791102,Mai,544.6596589915125,Germany,Male,41.0,9,92717.54441788139,3,1,1,129776.3231890277,1
2544,15655192,Fiorentino,843.8303442308836,Spain,Female,24.0,1,-2439.3653164483367,2,0,1,71019.14447781707,0
2545,15709487,Freeman,716.5343297269105,Germany,Male,34.0,5,77964.16341603867,2,0,0,67532.55435895362,0
2546,15687130,Nkemjika,694.6591965072139,France,Female,43.0,0,11118.189800384918,1,1,1,167907.0930517331,0
2547,15755178,Ramos,632.4476499849152,France,Male,50.0,1,-5920.352563748274,3,1,1,190989.26484250932,1
2548,15634772,Mario,670.7045199165811,Spain,Female,59.0,0,129468.19885212633,1,0,1,83085.83049654652,0
2549,15617197,Chien,544.4276659085879,France,Male,50.0,4,-2958.43963297325,2,1,1,34979.847175361596,1
2550,15631240,Dubinina,686.7688554573986,France,Female,36.0,8,-2683.472045327706,2,1,1,13044.095464369086,1
2551,15784301,Wang,818.2803337552409,France,Male,42.0,0,-4221.199686787532,2,1,0,46239.59986682371,0
2552,15631310,Hsieh,499.40151229721914,France,Female,53.0,3,-1372.8480396868927,1,1,1,85774.64128941194,0
2553,15756560,Moran,636.4193035074356,Spain,Female,46.0,7,78879.69839909187,2,1,0,77875.17534963008,0
2554,15732270,Hung,734.792283547418,Spain,Male,,8,-5324.485136425344,1,1,1,197523.42749910918,1
2555,15739357,Moss,738.6341453624727,Spain,Male,30.0,2,132400.84998609056,1,0,0,4796.05812699235,0
2556,15771540,Fedorova,765.6925817224487,France,Male,38.0,9,156430.7199221902,1,1,0,80987.84763121727,0
2557,15567486,Li,581.2850452196624,Spain,Female,41.0,4,-3136.6289047335617,2,1,1,165118.88991509494,0
2558,15714634,Nebechi,837.0675101319432,France,Male,26.0,4,99058.4691475726,2,1,0,172922.76503697332,0
2559,15727021,Obialo,733.5564234568617,Germany,Female,30.0,8,136437.8402904564,2,1,1,134149.83810611733,0
2560,15650670,Bateson,585.4854027907566,Germany,Female,40.0,2,108398.63923567958,2,1,0,90930.26354691207,0
2561,15711834,Long,629.7220809541493,Spain,Female,30.0,6,-1032.2717207506641,1,0,0,63044.01030949319,1
2562,15729763,Nelson,656.7137432280672,Spain,Male,,1,105413.15060117519,1,1,1,46566.29800558982,0
2563,15646566,Bell,744.4915074788082,France,Female,58.0,9,196270.97442701808,1,0,1,36698.05794008826,0
2564,15645463,Udinese,848.1076751134863,France,Female,27.0,5,1713.996935456972,2,1,1,65920.00312895837,0
2565,15672144,Mao,649.0930735527395,France,Female,38.0,6,141742.0432994989,1,1,1,68907.86199543059,1
2566,15596088,Fanucci,696.8379832167957,France,Female,50.0,4,75565.13568733967,2,0,1,140191.3064026077,0
2567,15614878,Yeh,640.0836921041955,Germany,Female,29.0,6,171726.84881824438,1,1,1,120991.78872414758,0
2568,15635240,Onuoha,566.0227248364731,France,Male,,1,2075.455316179695,2,0,0,24876.854734198012,0
2569,15775905,Moore,629.1690223331334,Germany,Female,47.0,6,125914.63334603781,1,1,1,48542.85612155398,1
2570,15700657,Thornton,636.3075886008517,Germany,Female,40.0,2,105424.56540469229,1,1,0,158961.94775572958,0
2571,15611905,Warlow-Davies,513.7647598992005,Spain,Female,31.0,5,172635.55541784607,1,1,0,79973.45513894781,0
2572,15652527,Champion,651.0281717073292,France,Male,44.0,7,104900.68064106496,1,0,1,70729.61170655357,0
2573,15785865,Mazzanti,705.0064670398642,France,Male,58.0,9,104175.75283447349,2,1,1,32237.419892420145,0
2574,15645942,Macleod,687.9959076591651,Spain,Male,40.0,2,8227.794851486931,2,1,1,164922.9990943422,0
2575,15688691,Lei,717.4158618205995,Germany,Female,51.0,9,104920.59015477273,2,0,1,2492.562306312103,1
2576,15592736,Lucchese,528.7606594845167,Germany,Male,54.0,5,98401.18375321191,1,1,0,179147.49885653306,1
2577,15673529,Lombardo,674.2835447750488,Spain,Male,36.0,4,72051.14168257579,2,1,0,43756.96498137747,0
2578,15724145,William,635.9371754693161,Germany,Male,29.0,8,159914.61365261534,1,1,0,138102.72022427665,0
2579,15704629,Wright,587.6127280898027,France,Female,32.0,1,115833.80769420134,1,0,1,158755.34373089575,0
2580,15597896,Ozoemena,400.17240968390263,Germany,Male,30.0,0,132261.55010491065,1,1,0,81596.62223797172,1
2581,15731790,Boyle,704.4421094521372,Germany,Female,,6,139572.5762070929,1,1,1,4506.458878063999,1
2582,15634719,Chinwendu,711.7831839133585,France,Male,31.0,0,-8840.75881350054,2,1,0,183562.0022575576,0
2583,15703205,Uwaezuoke,654.937586939649,France,Female,46.0,5,119784.14179417248,2,1,1,138982.53289892018,0
2584,15567333,Archambault,736.4713776483725,France,Female,31.0,7,22487.086278281913,2,1,0,170297.3890076674,0
2585,15754537,Ko,769.9293846762178,France,Male,40.0,0,-2828.855593415758,1,0,0,56745.515669846936,0
2586,15612030,Udegbulam,711.4864542500757,France,Male,28.0,9,-6356.4451710297835,2,1,1,98185.34218323987,0
2587,15573242,Greene,664.6150561080246,France,Male,50.0,6,137417.0901168053,1,1,1,2089.7942829888684,0
2588,15601892,Hunter,558.9403872520868,France,Male,33.0,8,-1273.3356820020992,2,0,1,71146.84242656696,0
2589,15663885,Blinova,724.9992287120472,France,Male,32.0,5,-10184.269734379453,1,1,1,62660.7622726833,0
2590,15701096,De Garis,776.7295085076928,France,Male,44.0,8,124145.57687614833,1,1,0,142144.51574419724,0
2591,15710450,Okwudiliolisa,872.7487626936827,Spain,Male,22.0,7,111604.83860482232,1,1,1,181132.6510809045,0
2592,15790846,Ts'ai,624.8539668982642,Germany,Male,38.0,2,151935.65498162794,1,1,1,59214.47667152975,0
2593,15658956,Tuan,504.1435323737685,Germany,Male,40.0,6,57437.78747470738,2,1,1,156393.52667433515,0
2594,15755223,Tseng,693.160454696168,Germany,Male,53.0,7,149139.20061852338,2,0,0,115249.03278232669,0
2595,15787318,Holmwood,553.9686176441057,Germany,Female,47.0,6,111687.81296845744,1,1,0,14069.558732585287,1
2596,15737310,Thompson,588.0622133203078,France,Male,29.0,10,121175.28772887687,1,1,0,183714.79692744534,0
2597,15763665,Y?,820.865994104694,France,Female,28.0,4,123645.84696839658,2,0,0,3972.2458990224086,0
2598,15668818,Chidubem,596.2256738455894,Spain,Female,40.0,2,204458.13442298124,1,1,1,112724.1555058291,0
2599,15765812,Trevisani,611.0015791285373,Spain,Male,48.0,1,3173.2663978179366,2,1,1,10148.05776967835,0
2600,15704844,Hsiung,540.1619510498758,Spain,Male,62.0,7,81313.72627696168,1,0,1,63102.09155038141,0
2601,15744582,Randall,642.4689458791624,France,Female,24.0,10,-4281.227145141583,3,1,0,150547.15251947302,1
2602,15616700,Leach,634.3942289193228,Spain,Female,41.0,9,-7551.493948197697,2,1,1,159119.84795075344,0
2603,15683521,Godfrey,581.2927522234875,Germany,Male,,0,135212.47143684106,2,1,0,128986.23241047574,0
2604,15583049,Wallace,619.2066668181928,Germany,Female,34.0,7,158014.186822406,1,0,1,191251.12835645486,0
2605,15643752,Wei,527.5130922057356,France,Male,25.0,5,110667.9289375693,1,1,0,17995.383406866174,0
2606,15620398,Mitchell,631.3094928468829,Spain,Female,34.0,5,88906.51230606945,2,1,0,15529.669864967926,0
2607,15715707,Light,644.9051067092357,France,Male,32.0,3,119436.18072761591,2,1,1,69700.18837784941,0
2608,15814209,Capon,769.8886788580187,France,Male,31.0,1,117282.27375131672,1,1,0,101231.8846885872,0
2609,15733768,Hou,617.9413239377427,France,Male,32.0,1,-7588.548813887941,1,1,1,102287.96735316406,0
2610,15755242,Rowe,707.4975008255744,France,Female,46.0,2,8419.848247997485,1,1,1,117856.22329466061,0
2611,15729412,Holloway,695.0304398267901,France,Male,38.0,4,100351.85580703648,1,1,1,13135.879938735661,0
2612,15746564,O'Sullivan,543.2462865915036,France,Male,42.0,3,106471.21931994364,1,1,1,155666.39679677345,0
2613,15588446,Udinesi,545.9701693210498,Spain,Male,34.0,3,-5738.947477371254,2,0,0,129932.97612987953,0
2614,15665221,Nwebube,629.8695736954107,France,Male,,7,126326.81063976162,2,0,1,199748.76448236936,0
2615,15640846,Chibueze,557.9758877912382,Germany,Female,58.0,3,99330.75911914001,4,1,0,125669.04650629786,1
2616,15700209,Walker,499.3668097743616,France,Male,,9,95962.78013515165,1,1,1,83440.5878641505,0
2617,15658360,Gregory,747.31652402443,Spain,Male,35.0,9,128389.9862583455,2,0,0,149475.87733182035,0
2618,15602735,Kuo,693.6399111282713,Germany,Male,45.0,6,155964.38859840875,4,0,1,109167.97151582206,1
2619,15724834,Wilson,507.14560809230477,France,Female,,1,-2923.550746980078,2,0,0,134029.7246596404,0
2620,15800062,Lanford,879.1164464429353,Spain,Male,49.0,8,1512.5683080954432,1,0,0,25552.936524710218,1
